province,city,district,street,community,full_address,lat,lng
湖南省,岳阳市,临湘市,五里街道,副食公司家属区,湖南省岳阳市临湘市五里街道副食公司家属区,29.474609,113.46241
湖南省,岳阳市,临湘市,,,湖南省岳阳市临湘市坦渡乡晓阳村,29.569839,113.709183
湖南省,岳阳市,岳阳县,,,湖南省岳阳市岳阳县公田镇杨塅村,29.154619,113.486252
湖南省,岳阳市,岳阳县,,桥东居委会,湖南省岳阳市岳阳县荣家湾镇桥东居委会,29.135111,113.122269
湖南省,岳阳市,岳阳县,,,湖南省岳阳市岳阳县荣家湾镇三塘村,29.135111,113.122269
湖南省,岳阳市,岳阳县,,莲塘片,湖南省岳阳市岳阳县筻口镇移山村莲塘片,29.19248,113.287781
湖南省,岳阳市,经开区,,,湖南省岳阳市经开区三荷乡神堂村,29.349163,113.264549
湖南省,岳阳市,经开区,,,湖南省岳阳市经开区八字门亮山村,29.355539,113.157623
湖南省,岳阳市,经开区,,星河国际,湖南省岳阳市经开区星河国际,29.3454,113.176651
湖南省,岳阳市,经开区,,蓝盾新天地,湖南省岳阳市经开区蓝盾新天地,29.35174,113.166481
湖南省,岳阳市,经开区,通海路管理处,白石岭综合市场,湖南省岳阳市经开区通海路管理处白石岭综合市场,29.363911,113.164726
湖南省,岳阳市,经开区,,茶场小区,湖南省岳阳市经开区茶场小区,29.376881,113.161407
湖南省,岳阳市,经开区,通海路管理处,八字门农资市场,湖南省岳阳市经开区通海路管理处八字门农资市场,29.363911,113.164726
湖南省,岳阳市,经开区,通海路管理处,亮山社区,湖南省岳阳市经开区通海路管理处亮山社区,29.36644,113.158096
湖南省,岳阳市,南湖新区,南湖街道办事处,岳州帝苑,湖南省岳阳市南湖新区南湖街道办事处岳州帝苑,29.34683,113.122414
湖南省,岳阳市,南湖新区,湖滨街道,滨水新境界,湖南省岳阳市南湖新区湖滨街道滨水新境界,29.34441,113.174759
湖南省,岳阳市,南湖新区,湖滨街道,滨湖新世界,湖南省岳阳市南湖新区湖滨街道滨湖新世界,29.317799,113.092216
湖南省,岳阳市,岳阳楼区,东茅岭街道,德胜家园,湖南省岳阳市岳阳楼区东茅岭街道德胜家园,29.370546,113.109352
湖南省,岳阳市,岳阳楼区,,五里牌中建小区,湖南省岳阳市岳阳楼区五里牌中建小区,29.368597,113.123619
湖南省,岳阳市,岳阳楼区,,城陵矶桂花园小区,湖南省岳阳市岳阳楼区城陵矶桂花园小区,29.430571,113.149223
湖南省,岳阳市,岳阳楼区,城陵矶街道,桂花园小区,湖南省岳阳市岳阳楼区城陵矶街道桂花园小区,29.430571,113.149223
湖南省,岳阳市,岳阳楼区,,,湖南省岳阳市岳阳楼区小湖湾二村,29.415039,113.180367
湖南省,岳阳市,岳阳楼区,,岳阳楼区3517厂,湖南省岳阳市岳阳楼区岳阳楼区3517厂,29.382414,113.09565
湖南省,岳阳市,岳阳楼区,,岳阳楼街道3517家属区,湖南省岳阳市岳阳楼区岳阳楼街道3517家属区,29.380859,113.098633
湖南省,岳阳市,岳阳楼区,建湘路,税务新村,湖南省岳阳市岳阳楼区建湘路税务新村,29.37529,113.133957
湖南省,岳阳市,岳阳楼区,,,湖南省岳阳市岳阳楼区梅溪乡验收村,29.395741,113.169121
湖南省,岳阳市,岳阳楼区,洞庭办事处,沿湖梦泽花城,湖南省岳阳市岳阳楼区洞庭办事处沿湖梦泽花城,29.398968,113.115089
湖南省,岳阳市,岳阳楼区,洞庭北路,九华山,湖南省岳阳市岳阳楼区洞庭北路九华山,29.390644,113.102112
湖南省,岳阳市,岳阳楼区,,炮台山家属楼,湖南省岳阳市岳阳楼区炮台山家属楼,29.3687,113.11087
湖南省,岳阳市,岳阳楼区,,炮台山宾馆,湖南省岳阳市岳阳楼区炮台山宾馆,29.369576,113.111427
湖南省,岳阳市,岳阳楼区,,鄢家冲社区居委会,湖南省岳阳市岳阳楼区鄢家冲社区居委会,29.36673,113.091789
湖南省,岳阳市,岳阳楼区,金鹗山办事处,万家坡居委会,湖南省岳阳市岳阳楼区金鹗山办事处万家坡居委会,29.363119,113.107979
湖南省,岳阳市,岳阳楼区,,金鹗山办事处人防办,湖南省岳阳市岳阳楼区金鹗山办事处人防办,29.355591,113.115608
湖南省,岳阳市,岳阳楼区,金鹗山街道,夏万路居委会,湖南省岳阳市岳阳楼区金鹗山街道夏万路居委会,29.363119,113.107979
湖南省,岳阳市,岳阳楼区,,东茅岭街道土桥155号,湖南省岳阳市岳阳楼区东茅岭街道土桥155号,29.370609,113.117371
湖南省,岳阳市,岳阳楼区,五里牌街道,天伦城,湖南省岳阳市岳阳楼区五里牌街道天伦城,29.36058,113.128708
湖南省,岳阳市,岳阳楼区,吕仙亭街道,芋头田居委会,湖南省岳阳市岳阳楼区吕仙亭街道芋头田居委会,29.365641,113.095062
湖南省,岳阳市,岳阳楼区,,四化建公司宿舍西区,湖南省岳阳市岳阳楼区四化建公司宿舍西区,29.36482,113.132004
湖南省,岳阳市,岳阳楼区,洛王街道,老杨组,湖南省岳阳市岳阳楼区洛王街道老杨组,29.37159,113.14682
湖南省,岳阳市,岳阳楼区,,泰和酒店,湖南省岳阳市岳阳楼区泰和酒店,29.37285,113.12458
湖南省,岳阳市,岳阳楼区,洛王街道大桥组,,湖南省岳阳市岳阳楼区洛王街道大桥组,29.377081,113.160591
湖南省,岳阳市,岳阳楼区,东茅岭街道,炮台山宾馆家属区,湖南省岳阳市岳阳楼区东茅岭街道炮台山宾馆家属区,29.369576,113.111427
湖南省,岳阳市,岳阳楼区,,东风广场青年路救助站,湖南省岳阳市岳阳楼区东风广场青年路救助站,29.367201,113.102783
湖南省,岳阳市,岳阳楼区,五里牌街道,天伦国际,湖南省岳阳市岳阳楼区五里牌街道天伦国际,29.36713,113.129303
湖南省,岳阳市,岳阳楼区,,望岳路鹰山社区,湖南省岳阳市岳阳楼区望岳路鹰山社区,29.38184,113.127907
湖南省,岳阳市,岳阳楼区,枫桥湖街道,琵琶王社区许家坡,湖南省岳阳市岳阳楼区枫桥湖街道琵琶王社区许家坡,29.369787,113.143791
湖南省,岳阳市,岳阳楼区,洞庭街道,圣大珑庭,湖南省岳阳市岳阳楼区洞庭街道圣大珑庭,29.400221,113.115578
湖南省,岳阳市,岳阳楼区,城陵矶街道,长江航道宿舍,湖南省岳阳市岳阳楼区城陵矶街道长江航道宿舍,29.43609,113.15889
湖南省,岳阳市,岳阳楼区,站前路街道,电力大厦,湖南省岳阳市岳阳楼区站前路街道电力大厦,29.37413,113.127998
湖南省,岳阳市,岳阳楼区,五里牌街道,四化建家属区,湖南省岳阳市岳阳楼区五里牌街道四化建家属区,29.36482,113.132004
湖南省,岳阳市,岳阳楼区,枫桥湖街道,青螺小区,湖南省岳阳市岳阳楼区枫桥湖街道青螺小区,29.381729,113.11554
湖南省,岳阳市,岳阳楼区,,,湖南省岳阳市岳阳楼区梅溪乡花果畈社区石家组,29.396629,113.170769
湖南省,岳阳市,君山区,,菜业组,湖南省岳阳市君山区柳林洲镇菜业组,29.443821,113.004913
湖南省,岳阳市,君山区,,西城办事处松湖居委会,湖南省岳阳市君山区西城办事处松湖居委会,29.42337,113.058258
湖南省,岳阳市,君山区,,钱粮湖东北湖渔场,湖南省岳阳市君山区钱粮湖东北湖渔场,29.43928,112.702133
湖南省,岳阳市,君山区,西城街道,松湖居委会,湖南省岳阳市君山区西城街道松湖居委会,29.42337,113.058258
湖南省,岳阳市,君山区,柳林洲街道,,湖南省岳阳市君山区双元村柳林洲街道,29.443857,113.005066
湖南省,岳阳市,华容县,,,湖南省岳阳市华容县万庾镇五谷庙村,29.62484,112.490669
湖南省,岳阳市,华容县,,,湖南省岳阳市华容县东山乡长宁村,29.69215,112.915009
湖南省,岳阳市,华容县,,,湖南省岳阳市华容县新河乡十三刀村,29.413931,112.496269
湖南省,岳阳市,华容县,书院路农家巷,,湖南省岳阳市华容县章华镇书院路农家巷,29.534977,112.551865
湖南省,岳阳市,华容县,,北岸尚品小区,湖南省岳阳市华容县章华镇北岸尚品小区,29.534977,112.551865
湖南省,岳阳市,华容县,,李家湖超市,湖南省岳阳市华容县章华镇李家湖超市,29.53064,112.583588
湖南省,岳阳市,华容县,,治湖小区,湖南省岳阳市华容县章华镇治湖小区,29.534977,112.551865
湖南省,岳阳市,华容县,,,湖南省岳阳市华容县章华镇治湖村,29.532631,112.529922
湖南省,岳阳市,华容县,,,湖南省岳阳市华容县章华镇胜峰乡凤行村,29.573444,112.629906
湖南省,岳阳市,华容县,,,湖南省岳阳市华容县三封寺镇红莲村,29.56263,112.735008
湖南省,岳阳市,华容县,,,湖南省岳阳市华容县禹山镇蓼兰村,29.419901,112.636398
湖南省,岳阳市,华容县,,移民小区,湖南省岳阳市华容县章华镇移民小区,29.533014,112.55336
湖南省,岳阳市,华容县,,,湖南省岳阳市华容县北景港镇小港村,29.386789,112.444397
湖南省,岳阳市,华容县,,,湖南省岳阳市华容县禹山镇终南乡蓼兰村,29.419901,112.636398
湖南省,岳阳市,平江县,,,湖南省岳阳市平江县南江镇崇义村,28.976891,113.767433
湖南省,岳阳市,平江县,东街,,湖南省岳阳市平江县城关镇东街,28.703966,113.58065
湖南省,岳阳市,平江县,,邮电宿舍,湖南省岳阳市平江县汉昌镇邮电宿舍,28.70384,113.581093
湖南省,岳阳市,平江县,,,湖南省岳阳市平江县安定镇白毛村,28.57856,113.670143
湖南省,岳阳市,平江县,,,湖南省岳阳市平江县福寿山镇福和村,28.51405,113.710083
湖南省,岳阳市,平江县,,天岳加油站对面众通汽贸店楼上,湖南省岳阳市平江县汉昌镇天岳加油站对面众通汽贸店楼上,28.687017,113.589844
湖南省,岳阳市,平江县,,金蓝湾,湖南省岳阳市平江县汉昌镇金蓝湾,28.70093,113.576874
湖南省,岳阳市,云溪区,,,湖南省岳阳市云溪区云溪镇团结村,29.43553,113.294861
湖南省,岳阳市,云溪区,,岳化安居社区冬苑,湖南省岳阳市云溪区岳化安居社区冬苑,29.46171,113.283119
湖南省,岳阳市,云溪区,,岳化社区哨所路,湖南省岳阳市云溪区岳化社区哨所路,29.461788,113.283745
湖南省,岳阳市,云溪区,,岳化社区安居园夏苑,湖南省岳阳市云溪区岳化社区安居园夏苑,29.462761,113.283089
湖南省,岳阳市,云溪区,松杨湖街道,凌泊湖砖瓦厂,湖南省岳阳市云溪区松杨湖街道凌泊湖砖瓦厂,29.483288,113.20298
湖南省,岳阳市,云溪区,云溪街道,双花村邓家组,湖南省岳阳市云溪区云溪街道双花村邓家组,29.4653,113.34362
湖南省,岳阳市,云溪区,云溪街道,金盆社区三区,湖南省岳阳市云溪区云溪街道金盆社区三区,29.462568,113.2995
湖南省,岳阳市,云溪区,云溪街道,汪家岭社区,湖南省岳阳市云溪区云溪街道汪家岭社区,29.4683,113.284714
湖南省,岳阳市,云溪区,云溪街道,邓家组,湖南省岳阳市云溪区双花村云溪街道邓家组,29.4653,113.34362
湖南省,岳阳市,云溪区,云溪街道,金盆三区,湖南省岳阳市云溪区云溪街道金盆三区,29.47364,113.277977
湖南省,岳阳市,云溪区,云溪街道,金盆二区,湖南省岳阳市云溪区云溪街道金盆二区,29.462568,113.2995
湖南省,岳阳市,屈原管理区,,青山寺社区,湖南省岳阳市屈原管理区屈原镇青山寺社区,28.856278,112.910607
湖南省,岳阳市,湘阴县,,,湖南省岳阳市湘阴县南湖州镇毛角村,28.653191,112.525932
湖南省,岳阳市,湘阴县,,,湖南省岳阳市湘阴县岭北铁角嘴大仑村,28.527941,112.750153
湖南省,岳阳市,湘阴县,,,湖南省岳阳市湘阴县岭北镇东港乡大友村,28.61347,112.743011
湖南省,岳阳市,湘阴县,,,湖南省岳阳市湘阴县文星镇洋沙湖片区金和村,28.645559,112.887657
湖南省,岳阳市,湘阴县,,,湖南省岳阳市湘阴县白泥湖乡横潭村,28.75247,112.870247
湖南省,岳阳市,湘阴县,,,湖南省岳阳市湘阴县南湖洲镇谷贻村,28.66029,112.564262
湖南省,岳阳市,湘阴县,,白沙社区,湖南省岳阳市湘阴县文星镇白沙社区,28.685221,112.90358
浙江省,宁波市,海曙区,南门街道,尹江岸二村,浙江省宁波市海曙区南门街道尹江岸二村,29.85462,121.538383
浙江省,宁波市,海曙区,南门街道苗圃路,,浙江省宁波市海曙区南门街道苗圃路,29.873051,121.533836
浙江省,宁波市,海曙区,,古林镇庙后160号,浙江省宁波市海曙区古林镇庙后160号,29.83284,121.433182
浙江省,宁波市,海曙区,,绿荷苑,浙江省宁波市海曙区古林镇藕池村绿荷苑,29.839842,121.505043
浙江省,宁波市,海曙区,望春街道,五江湾小区,浙江省宁波市海曙区望春街道五江湾小区,29.892118,121.509529
浙江省,宁波市,海曙区,望春街道,信谊新村,浙江省宁波市海曙区望春街道信谊新村,29.88133,121.503029
浙江省,宁波市,海曙区,望春街道,关爱小区,浙江省宁波市海曙区望春街道关爱小区,29.882059,121.497749
浙江省,宁波市,海曙区,,,浙江省宁波市海曙区横街镇万华村,29.84951,121.408981
浙江省,宁波市,海曙区,段塘街道,丽景社区,浙江省宁波市海曙区段塘街道丽景社区,29.84952,121.51638
浙江省,宁波市,海曙区,白云街道丽园北路,,浙江省宁波市海曙区白云街道丽园北路,29.887739,121.517952
浙江省,宁波市,海曙区,白云街道,丽雅苑,浙江省宁波市海曙区白云街道丽雅苑,29.861811,121.512421
浙江省,宁波市,海曙区,白云街道,宝善路,浙江省宁波市海曙区白云街道宝善路,29.86533,121.525002
浙江省,宁波市,海曙区,白云街道白云街,,浙江省宁波市海曙区白云街道白云街,29.871401,121.52314
浙江省,宁波市,海曙区,白云街道联北社区,丽园馨都,浙江省宁波市海曙区白云街道联北社区丽园馨都,29.872379,121.51783
浙江省,宁波市,海曙区,,石碶街道石碶村,浙江省宁波市海曙区石碶街道石碶村,29.817146,121.508492
浙江省,宁波市,海曙区,石碶街道,雅渡新村,浙江省宁波市海曙区石碶街道雅渡新村,29.823601,121.505363
浙江省,宁波市,海曙区,石碶街道,雅渡村,浙江省宁波市海曙区石碶街道雅渡村,29.822929,121.503052
浙江省,宁波市,海曙区,西门街道丰柏街,,浙江省宁波市海曙区西门街道丰柏街,29.887569,121.529503
浙江省,宁波市,海曙区,西门街道,汪弄社区,浙江省宁波市海曙区西门街道汪弄社区,29.87928,121.535103
浙江省,宁波市,海曙区,,西门街道筱墙巷,浙江省宁波市海曙区西门街道筱墙巷,29.880671,121.534683
浙江省,宁波市,海曙区,西门街道,胜丰小区,浙江省宁波市海曙区西门街道胜丰小区,29.88184,121.52861
浙江省,宁波市,海曙区,,丰集苑,浙江省宁波市海曙区集士港镇丰集苑,29.862129,121.459183
浙江省,宁波市,海曙区,井亭社区,井亭家园,浙江省宁波市海曙区集士港镇井亭社区井亭家园,29.859619,121.445824
浙江省,宁波市,海曙区,,卖面桥小区,浙江省宁波市海曙区集士港镇卖面桥小区,29.866385,121.467789
浙江省,宁波市,海曙区,,,浙江省宁波市海曙区集士港镇卖面桥村,29.876511,121.468613
浙江省,宁波市,海曙区,,杨家馨苑,浙江省宁波市海曙区集士港镇杨家馨苑,29.856159,121.454048
浙江省,宁波市,海曙区,,格兰春晨,浙江省宁波市海曙区集士港镇格兰春晨,29.859819,121.459488
浙江省,宁波市,海曙区,,横港新家园,浙江省宁波市海曙区集士港镇横港村横港新家园,29.859659,121.4702
浙江省,宁波市,海曙区,,盛世郦都,浙江省宁波市海曙区高桥镇盛世郦都,29.90756,121.465179
浙江省,宁波市,海曙区,,,浙江省宁波市海曙区高桥镇红心村,29.9048,121.46196
浙江省,宁波市,海曙区,,联升佳苑,浙江省宁波市海曙区高桥镇联升佳苑,29.87668,121.47908
浙江省,宁波市,海曙区,,蒲家兰庭,浙江省宁波市海曙区高桥镇蒲家兰庭,29.886761,121.463608
浙江省,宁波市,海曙区,高桥中路,,浙江省宁波市海曙区高桥镇高桥中路,29.904261,121.457901
浙江省,宁波市,海曙区,高桥社区,,浙江省宁波市海曙区高桥镇高桥社区,29.9048,121.46196
浙江省,宁波市,海曙区,,,浙江省宁波市海曙区古林镇薛家村,29.85478,121.492287
浙江省,宁波市,海曙区,望春街道,青林湾西区,浙江省宁波市海曙区望春街道青林湾西区,29.898809,121.516571
浙江省,宁波市,海曙区,江厦街道小梁街,,浙江省宁波市海曙区江厦街道小梁街,29.87084,121.550987
浙江省,宁波市,海曙区,望春街道,五江湾南区,浙江省宁波市海曙区望春街道五江湾南区,29.8911,121.511093
浙江省,宁波市,海曙区,望春街道泰安社区,广里安小区,浙江省宁波市海曙区望春街道泰安社区广里安小区,29.87958,121.526108
浙江省,宁波市,海曙区,望春街道西成社区,舒沁苑小区,浙江省宁波市海曙区望春街道西成社区舒沁苑小区,29.88619,121.517807
浙江省,宁波市,海曙区,段塘街道华兴社区,海光新都,浙江省宁波市海曙区段塘街道华兴社区海光新都,29.85404,121.524483
浙江省,宁波市,海曙区,,,浙江省宁波市海曙区集士港镇丰成新村,29.86347,121.462486
浙江省,宁波市,鄞州区,下应街道,中海国际四期,浙江省宁波市鄞州区下应街道中海国际四期,29.78985,121.57534
浙江省,宁波市,鄞州区,东柳街道,幸福苑,浙江省宁波市鄞州区东柳街道幸福苑,29.870899,121.585907
浙江省,宁波市,鄞州区,东胜街道,曙光大地,浙江省宁波市鄞州区东胜街道曙光大地,29.87001,121.568298
浙江省,宁波市,鄞州区,中河街道,盛世天城,浙江省宁波市鄞州区中河街道盛世天城,29.823629,121.570374
浙江省,宁波市,鄞州区,,河头佳苑,浙江省宁波市鄞州区横溪镇河头佳苑,29.729481,121.59803
浙江省,宁波市,鄞州区,潘火街道,金桥水岸花园,浙江省宁波市鄞州区潘火街道金桥水岸花园,29.83742,121.580078
浙江省,宁波市,鄞州区,白鹤街道,演武小区,浙江省宁波市鄞州区白鹤街道演武小区,29.8596,121.559929
浙江省,宁波市,鄞州区,钟公庙街道,都市森林二期,浙江省宁波市鄞州区钟公庙街道都市森林二期,29.82898,121.54493
浙江省,宁波市,鄞州区,首南街道,风格南岸,浙江省宁波市鄞州区首南街道风格南岸,29.7934,121.540703
浙江省,宁波市,鄞州区,,,浙江省宁波市鄞州区瞻岐镇张东周村,29.729691,121.826653
浙江省,宁波市,奉化区,,,浙江省宁波市奉化区南浦村,29.705545,121.439331
浙江省,宁波市,奉化区,尚田街道,上海工业城,浙江省宁波市奉化区尚田街道上海工业城,29.601763,121.384323
浙江省,宁波市,奉化区,,,浙江省宁波市奉化区裘村镇黄贤村,29.562321,121.583389
浙江省,宁波市,宁波杭州湾新区,,,浙江省宁波市宁波杭州湾新区庵东镇桥南村,30.288853,121.172646
浙江省,宁波市,北仑区,大碶街道,光明领尚小区,浙江省宁波市北仑区大碶街道光明领尚小区,29.898069,121.80722
浙江省,宁波市,北仑区,戚家山街道直街,,浙江省宁波市北仑区戚家山街道直街,29.952141,121.74102
浙江省,宁波市,北仑区,新碶街道,花样年花郡小区,浙江省宁波市北仑区新碶街道花样年花郡小区,29.90666,121.820961
浙江省,宁波市,北仑区,白峰街道,峰城社区,浙江省宁波市北仑区白峰街道峰城社区,29.879713,121.991425
浙江省,宁波市,北仑区,新碶街道,金港花苑小区,浙江省宁波市北仑区新碶街道金港花苑小区,29.908939,121.846809
浙江省,宁波市,象山县,,,浙江省宁波市象山县大徐村,29.530254,121.883934
浙江省,宁波市,象山县,,,浙江省宁波市象山县鹤浦镇南田墩村,29.09465,121.932518
浙江省,宁波市,东钱湖旅游度假区,钱湖人家社区,,浙江省宁波市东钱湖旅游度假区东钱湖镇钱湖人家社区,29.798851,121.640488
浙江省,宁波市,宁波国家高新区,新明街道,和美城,浙江省宁波市宁波国家高新区新明街道和美城,29.87657,121.622017
浙江省,宁波市,宁波国家高新区,聚贤街道,皇冠花园一期,浙江省宁波市宁波国家高新区聚贤街道皇冠花园一期,29.88543,121.62827
浙江省,宁波市,镇海区,,庄市街道万科城,浙江省宁波市镇海区庄市街道万科城,29.927641,121.629089
浙江省,宁波市,镇海区,庄市街道,宁大花园,浙江省宁波市镇海区庄市街道宁大花园,29.92589,121.637268
浙江省,宁波市,江北区,,慈湖人家小区,浙江省宁波市江北区慈城镇慈湖人家小区,29.974689,121.46859
浙江省,宁波市,江北区,文教街道,双东路小区,浙江省宁波市江北区文教街道双东路小区,29.897591,121.531853
浙江省,宁波市,江北区,文教街道翠柏西巷,,浙江省宁波市江北区文教街道翠柏西巷,29.89427,121.53141
浙江省,宁波市,江北区,甬江街道,富力院士廷小区,浙江省宁波市江北区甬江街道富力院士廷小区,29.91243,121.636429
浙江省,宁波市,余姚市,,,浙江省宁波市余姚市临山镇南岭新村,30.15379,120.988792
浙江省,宁波市,余姚市,桥板西路,,浙江省宁波市余姚市临山镇桥板西路,30.15379,120.988792
浙江省,宁波市,余姚市,兰江街道,伊顿国际小区,浙江省宁波市余姚市兰江街道伊顿国际小区,30.026859,121.149498
浙江省,宁波市,余姚市,阳明街道,锦绣家园,浙江省宁波市余姚市阳明街道锦绣家园,30.048361,121.130821
浙江省,宁波市,余姚市,,,浙江省宁波市余姚市陆埠镇干溪新村,29.971041,121.234032
浙江省,宁波市,余姚市,低塘街道,舜韵华庭,浙江省宁波市余姚市低塘街道舜韵华庭,30.16651,121.186882
浙江省,宁波市,余姚市,低塘街道,历山村舜韵华庭,浙江省宁波市余姚市低塘街道历山村舜韵华庭,30.16651,121.186882
浙江省,宁波市,余姚市,板桥西路,,浙江省宁波市余姚市临山镇板桥西路,30.149151,120.995789
浙江省,宁波市,宁海县,,,浙江省宁波市宁海县一市镇武岙村,29.17062,121.452652
浙江省,宁波市,宁海县,跃龙街道,郁金花园,浙江省宁波市宁海县跃龙街道郁金花园,29.2829,121.417839
浙江省,宁波市,慈溪市,古塘街道,界牌社区,浙江省宁波市慈溪市古塘街道界牌社区,30.17275,121.262703
浙江省,宁波市,慈溪市,,,浙江省宁波市慈溪市周巷镇万安庄村,30.201735,121.144363
浙江省,宁波市,慈溪市,,,浙江省宁波市慈溪市周巷镇天元元甲村,30.208868,121.188049
浙江省,宁波市,慈溪市,平王社区,,浙江省宁波市慈溪市周巷镇平王社区,30.17852,121.134109
浙江省,宁波市,慈溪市,,,浙江省宁波市慈溪市周巷镇建五村,30.243851,121.106873
浙江省,宁波市,慈溪市,,,浙江省宁波市慈溪市太平闸村彭桥村,30.140289,121.275047
浙江省,宁波市,慈溪市,,,浙江省宁波市慈溪市掌起镇周家段村,30.125429,121.441521
浙江省,宁波市,慈溪市,,,浙江省宁波市慈溪市横河镇相士地村,30.14465,121.253632
浙江省,宁波市,慈溪市,浒山街道,阳明社区,浙江省宁波市慈溪市浒山街道阳明社区,30.165701,121.238319
浙江省,宁波市,慈溪市,,,浙江省宁波市慈溪市长河镇沧田村,30.255489,121.195831
浙江省,宁波市,慈溪市,,,浙江省宁波市慈溪市龙山镇太平闸村,30.137951,121.508453
浙江省,宁波市,慈溪市,,,浙江省宁波市慈溪市龙山镇淞浦村,30.10795,121.474327
浙江省,宁波市,慈溪市,浒山街道,水南社区,浙江省宁波市慈溪市浒山街道水南社区,30.165701,121.238319
浙江省,嘉兴市,嘉善县,,,浙江省嘉兴市嘉善县天凝镇新联村,30.85206,120.805687
浙江省,嘉兴市,嘉善县,,桃源新邨社区,浙江省嘉兴市嘉善县姚庄镇桃源新邨社区,30.921457,120.957825
浙江省,嘉兴市,嘉善县,罗星街道,子胥社区子胥苑,浙江省嘉兴市嘉善县罗星街道子胥社区子胥苑,30.831963,120.908287
浙江省,嘉兴市,嘉善县,,,浙江省嘉兴市嘉善县天凝镇新联村4组,30.85206,120.805687
浙江省,嘉兴市,平湖市,,,浙江省嘉兴市平湖市广陈镇前港村,30.752895,121.080971
浙江省,嘉兴市,平湖市,林埭社区,龙晟家园,浙江省嘉兴市平湖市林埭镇林埭社区龙晟家园,30.654646,121.103836
浙江省,嘉兴市,经开区,,永政社区绿城柳岸禾风,浙江省嘉兴市经开区塘汇街道永政社区绿城柳岸禾风,30.791683,120.78183
浙江省,嘉兴市,海盐县,,,浙江省嘉兴市海盐县通元镇石泉三友村,30.47827,120.818855
浙江省,嘉兴市,桐乡市,,凤鸣街道合兴村,浙江省嘉兴市桐乡市凤鸣街道合兴村,30.59297,120.518539
浙江省,嘉兴市,桐乡市,,梧桐街道城南村,浙江省嘉兴市桐乡市梧桐街道城南村,30.64867,120.568153
浙江省,嘉兴市,桐乡市,,,浙江省嘉兴市桐乡市洲泉镇岑山村,30.59495,120.359528
浙江省,嘉兴市,桐乡市,,环南社区展望大厦,浙江省嘉兴市桐乡市环南社区展望大厦,30.627455,120.543663
浙江省,嘉兴市,桐乡市,梧桐街道,莲花社区巴黎都市,浙江省嘉兴市桐乡市梧桐街道莲花社区巴黎都市,30.64662,120.577332
浙江省,嘉兴市,海宁市,,,浙江省嘉兴市海宁市长安镇盐仓村,30.39418,120.426773
浙江省,嘉兴市,秀洲区,,春晓社区春晓源,浙江省嘉兴市秀洲区新城街道春晓社区春晓源,30.767929,120.71106
浙江省,嘉兴市,秀洲区,,,浙江省嘉兴市秀洲区新塍镇钱码头村,30.851061,120.586632
浙江省,嘉兴市,秀洲区,,,浙江省嘉兴市秀洲区王江泾镇虹北村,30.85911,120.679161
浙江省,嘉兴市,秀洲区,,运河社区金都九月洋房,浙江省嘉兴市秀洲区高照街道运河社区金都九月洋房,30.754419,120.687767
浙江省,嘉兴市,秀洲区,,田乐村11组,浙江省嘉兴市秀洲区王江泾镇田乐村11组,30.935579,120.71524
浙江省,嘉兴市,秀洲区,,麟湖社区马厍花园,浙江省嘉兴市秀洲区油车港镇麟湖社区马厍花园,30.823339,120.758507
浙江省,嘉兴市,秀洲区,天星社区,恒大绿洲,浙江省嘉兴市秀洲区油车港镇天星社区恒大绿洲,30.815889,120.75663
浙江省,嘉兴市,秀洲区,,胜丰村8组,浙江省嘉兴市秀洲区油车港镇胜丰村8组,30.84025,120.770958
浙江省,嘉兴市,南湖区,东栅街道,云阳社区泾水公寓,浙江省嘉兴市南湖区东栅街道云阳社区泾水公寓,30.75737,120.788269
浙江省,嘉兴市,南湖区,,文星社区海棠苑,浙江省嘉兴市南湖区南湖街道文星社区海棠苑,30.74538,120.769653
浙江省,嘉兴市,南湖区,,文星社区长中苑,浙江省嘉兴市南湖区南湖街道文星社区长中苑,30.744471,120.771667
浙江省,嘉兴市,南湖区,东栅街道,格林社区康桥花园,浙江省嘉兴市南湖区东栅街道格林社区康桥花园,30.74238,120.785271
浙江省,杭州市,钱塘新区,白杨街道,宋都晨光国际,浙江省杭州市钱塘新区白杨街道宋都晨光国际,30.284388,120.379044
浙江省,杭州市,钱塘新区,下沙街道,七格小区,浙江省杭州市钱塘新区下沙街道七格小区,30.29792,120.317017
浙江省,杭州市,钱塘新区,白杨街道,朗诗国际街区东园,浙江省杭州市钱塘新区白杨街道朗诗国际街区东园,30.299175,120.391014
浙江省,杭州市,钱塘新区,白杨街道朗诗国际街区,,浙江省杭州市钱塘新区白杨街道朗诗国际街区,30.30102,120.387604
浙江省,杭州市,桐庐县,城南街道,阳光华庭,浙江省杭州市桐庐县城南街道阳光华庭,29.80291,119.69709
浙江省,杭州市,桐庐县,,,浙江省杭州市桐庐县钟山乡城下村,29.75478,119.512062
浙江省,杭州市,桐庐县,城南街道,石珠村,浙江省杭州市桐庐县城南街道石珠村,29.78908,119.714539
浙江省,杭州市,上城区,紫阳街道,严官巷,浙江省杭州市上城区紫阳街道严官巷,30.22963,120.168617
浙江省,杭州市,余杭区,良渚街道,奥克斯缔逸城,浙江省杭州市余杭区良渚街道奥克斯缔逸城,30.35129,120.070862
浙江省,杭州市,滨江区,浦沿街道通策广场,,浙江省杭州市滨江区浦沿街道通策广场,30.18532,120.163689
